Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Product_Category,Profit,Quantity,Mode_of_Sale,Mode_of_Payment
Blantyre,2024-01-07,182943.24,0,35.7,4.27,103.29,15.8,Furniture,1270.42,,nan,Mobile Transfer
Eldoret,2024-09-29,48850.25,0,30.3,2.44,173.86,12.1,nan,680.85,1,In-Store,Card Payment
Lubango,2023-11-24,,1,34.1,2.97,130.51,20.5,Electronics,79.16,8,In-Store,Cash
Nakuru,2023-11-08,117567.12,1,30.3,2.8,137.72,4.7,Furniture,578.19,4,nan,Cash
Mbabane,2021-03-28,2514.86,1,37.6,3.81,93.18,,nan,923.06,4,In-Store,Mobile Transfer
Livingstone,2022-09-17,,1,25.2,3.99,94.97,3.6,Electronics,1068.69,10,Online,Mobile Transfer
Nakuru,2023-10-27,unknown,0,19.3,3.1,181.84,7.3,Furniture,1389.17,4,Online,
Blantyre,2021-05-01,2838.48,0,25.9,3.51,165.74,10.9,Electronics,-118.49,6,In-Store,Card Payment
Mbeya,2025-01-25,104317.8,0,35.4,1.18,176.49,,nan,821.89,6,In-Store,Card Payment
Kabwe,2025-01-31,159633.75,1,16.1,3.44,170.15,3.3,Electronics,-99.38,,In-Store,
Asmara,2025-04-25,179043.66,1,36.4,2.6,152.17,6.4,nan,135.74,2,In-Store,Card Payment
Maseru,2024-02-28,140920.87,0,33.7,2.07,166.35,7.8,Electronics,-214.47,,In-Store,Card Payment
,2022-09-23,,1,38.0,1.97,160.1,20.4,Furniture,1045.99,2,In-Store,
Tanga,2023-04-11,91559.8,0,23.9,4.79,184.78,19.6,Electronics,1328.0,6,In-Store,Cash
Kampala,2024-02-05,100446.56,1,37.3,2.7,105.98,23.0,nan,,7,In-Store,Card Payment
Kampala,2022-12-18,146185.61,0,39.5,3.23,166.97,23.9,Furniture,1127.02,6,In-Store,Mobile Transfer
Dar_es_Salaam,2022-02-12,176589.85,1,25.2,3.0,154.0,12.6,Groceries,-16.49,3,In-Store,Cash
Asmara,2023-10-25,160034.67,0,24.6,2.96,163.01,13.9,Groceries,473.94,10,Online,Card Payment
Kitwe,2022-01-22,21027.56,0,20.7,4.3,163.81,20.3,Furniture,996.44,10,In-Store,Card Payment
Kitwe,2021-08-04,160699.79,1,38.1,3.43,178.44,10.3,Groceries,513.71,5,In-Store,Mobile Transfer
Harare,2024-09-08,183941.6,0,30.2,2.96,164.14,6.6,Beverages,-37.5,9,In-Store,
Beira,2024-04-12,105207.32,0,unknown,3.94,170.61,22.2,Clothing,1312.33,6,In-Store,Mobile Transfer
Dar_es_Salaam,2025-07-05,76852.31,1,10.6,1.99,84.45,9.5,Furniture,687.17,,In-Store,Mobile Transfer
Harare,2024-10-04,51033.06,1,,3.16,144.03,14.0,Clothing,1362.51,9,In-Store,Cash
Eldoret,2022-07-31,42922.51,1,23.8,4.01,102.88,12.6,Clothing,1193.28,5,In-Store,Mobile Transfer
Asmara,unknown,140679.16,1,24.2,3.81,137.29,2.7,Electronics,1253.18,1,In-Store,Mobile Transfer
Mutare,2021-07-17,156256.91,0,19.8,3.35,166.43,11.2,Furniture,223.43,10,In-Store,Cash
Blantyre,2021-07-30,56460.81,0,39.7,2.21,154.14,23.2,Groceries,1474.63,,Online,Mobile Transfer
Gaborone,2022-12-26,41156.87,0,28.0,1.94,145.38,22.2,Clothing,1204.79,3,In-Store,Mobile Transfer
Windhoek,2022-11-29,102405.03,0,37.3,3.11,100.28,16.2,Clothing,175.21,2,In-Store,Card Payment
Gweru,2023-01-30,29730.95,1,27.1,1.88,83.29,12.5,nan,1292.83,2,In-Store,Card Payment
Malindi,2021-09-04,83332.02,0,unknown,2.64,189.44,17.3,Furniture,1010.59,9,In-Store,Card Payment
Addis_Ababa,2021-10-22,36699.41,0,36.0,unknown,110.34,23.8,Electronics,950.27,3,In-Store,Card Payment
Nakuru,2024-07-12,196759.85,1,19.9,3.5,81.76,19.2,nan,-487.55,10,Online,Mobile Transfer
Tete,2023-11-25,,1,17.2,1.05,84.97,23.3,Beverages,-454.86,4,Online,
Malindi,2021-04-12,99985.63,0,24.4,4.26,108.87,2.7,nan,889.59,6,In-Store,Cash
Nakuru,2020-10-20,unknown,0,17.8,1.95,117.09,20.2,Furniture,,10,nan,Card Payment
Kabwe,2025-02-10,126584.48,0,37.2,1.52,99.14,10.4,Groceries,-382.96,9,In-Store,Mobile Transfer
Arusha,2022-06-17,48922.93,0,19.0,2.05,193.52,3.3,Furniture,71.9,1,Online,Card Payment
Kitwe,2021-11-17,11562.3,1,23.8,2.19,98.2,4.4,Clothing,1175.82,3,In-Store,Cash
Arusha,2021-11-11,121956.85,0,13.8,,105.57,4.8,Electronics,441.22,,In-Store,Mobile Transfer
Tete,2023-06-30,34717.34,0,38.5,3.34,117.52,4.9,Electronics,731.16,6,In-Store,Mobile Transfer
Ndola,2025-02-03,71511.67,1,,3.48,130.64,7.5,Groceries,1101.01,9,In-Store,Cash
Eldoret,2022-12-27,53421.42,unknown,12.5,4.07,155.85,16.2,Groceries,146.75,9,In-Store,Mobile Transfer
Arusha,2023-03-08,unknown,0,23.9,2.14,144.5,8.4,Clothing,-477.71,5,In-Store,Cash
Windhoek,2022-07-06,78275.2,1,35.5,3.03,98.53,21.8,Beverages,146.64,9,Online,Card Payment
Nakuru,2020-12-07,188971.33,,31.5,3.36,122.99,5.1,Groceries,1413.36,6,In-Store,Mobile Transfer
Kigali,2023-09-04,68984.58,0,18.0,4.0,167.16,22.6,Groceries,464.57,5,In-Store,Mobile Transfer
Arusha,2023-06-02,92262.94,1,22.0,1.34,122.53,5.6,Beverages,639.62,8,In-Store,Mobile Transfer
Gaborone,2022-03-20,45968.5,1,14.6,3.86,195.05,13.8,Clothing,1020.86,7,In-Store,Mobile Transfer
Bulawayo,2021-07-31,72964.13,1,11.4,3.73,142.34,17.2,nan,-270.13,7,In-Store,
Malindi,2021-08-18,42496.87,1,,1.75,88.36,14.9,Electronics,967.87,4,In-Store,Mobile Transfer
Bulawayo,2021-02-20,85147.77,1,26.5,4.26,116.45,21.4,Beverages,95.51,10,In-Store,Card Payment
Ndola,2023-07-28,198703.16,1,22.0,1.39,126.5,19.8,Clothing,276.32,1,In-Store,Mobile Transfer
unknown,2023-08-15,12361.84,1,20.3,1.12,83.89,3.2,Groceries,38.98,5,In-Store,Mobile Transfer
Nairobi,2024-04-23,16543.35,1,29.0,3.05,151.08,10.8,nan,-192.91,9,Online,Mobile Transfer
Chipata,2021-11-08,140446.79,0,19.5,,196.12,24.3,nan,222.92,8,In-Store,Mobile Transfer
Kabwe,2025-05-02,77634.04,1,21.1,2.07,104.29,,Beverages,-310.72,4,In-Store,Mobile Transfer
Lilongwe,2021-06-20,186415.99,1,12.8,2.18,176.1,10.7,Beverages,1189.56,10,Online,Mobile Transfer
Tete,2022-01-19,39537.33,0,11.2,4.8,109.73,10.1,Groceries,111.89,9,nan,Mobile Transfer
Mbeya,2021-06-24,44846.86,0,15.5,1.1,,13.9,Beverages,807.23,6,Online,
Mutare,2022-10-10,97871.78,0,15.7,4.65,109.34,15.6,Electronics,,7,Online,Mobile Transfer
Maseru,2021-12-29,92816.69,0,37.0,4.37,174.8,unknown,Electronics,-78.59,10,In-Store,Mobile Transfer
Maputo,2021-04-23,131350.05,1,21.0,,163.52,3.6,Furniture,927.31,,nan,Mobile Transfer
Gaborone,2020-11-14,62334.9,1,37.5,,115.0,15.7,Clothing,748.01,10,In-Store,Cash
Morogoro,2021-01-08,124850.11,1,25.6,2.5,81.88,14.3,Beverages,-63.79,8,In-Store,Mobile Transfer
Mombasa,2024-10-11,unknown,0,31.8,1.19,,16.2,Clothing,724.19,1,In-Store,
Kafue,2020-11-20,176352.69,1,39.4,1.8,106.92,16.3,Furniture,-490.0,4,In-Store,Cash
Chimoio,2023-08-31,136540.59,0,15.8,2.58,169.5,12.6,Groceries,-146.17,6,In-Store,Card Payment
Addis_Ababa,2022-07-30,88497.32,0,unknown,2.41,179.59,12.6,Furniture,955.51,4,In-Store,Card Payment
Kitwe,2022-09-06,unknown,0,32.4,3.67,135.46,23.9,Clothing,320.3,3,In-Store,Cash
Kafue,2021-06-26,136130.71,1,17.8,1.64,125.38,12.5,Clothing,-92.74,5,In-Store,Mobile Transfer
Kigali,2020-11-29,199937.43,1,20.1,2.67,130.08,14.8,Groceries,511.83,4,In-Store,Cash
Livingstone,2024-10-09,105998.16,0,,1.03,157.58,6.1,Groceries,430.43,5,In-Store,Mobile Transfer
Lubango,2022-11-26,4340.85,0,37.6,3.28,105.68,3.0,Clothing,767.87,,In-Store,Cash
Lusaka,2020-10-22,17142.99,0,37.1,1.99,153.31,17.4,Clothing,-354.92,3,In-Store,Card Payment
Addis_Ababa,2021-05-02,193377.06,0,16.0,1.44,166.18,17.5,Clothing,1138.7,8,nan,Cash
Juba,2022-02-22,12893.54,0,31.4,1.07,196.62,21.3,Groceries,-383.45,,nan,Cash
Mutare,2025-06-11,35915.76,1,29.4,2.14,117.53,17.1,nan,407.71,10,In-Store,Cash
Lindi,2024-10-05,155807.47,0,20.7,1.77,83.45,12.5,Groceries,920.95,8,Online,Mobile Transfer
Dar_es_Salaam,2021-11-08,150165.37,0,38.6,1.5,99.62,15.7,Beverages,189.62,3,In-Store,Mobile Transfer
Nairobi,2022-09-05,17990.13,0,14.7,4.1,112.8,9.2,Furniture,1320.24,1,Online,Mobile Transfer
Mbeya,2022-06-05,43175.85,1,26.7,2.23,112.28,21.5,Furniture,1010.46,,In-Store,Cash
Ndola,2022-03-28,170342.94,0,10.1,4.86,112.54,15.8,Groceries,352.1,3,Online,
Maseru,2020-10-28,15940.39,1,16.3,3.36,188.42,5.9,Clothing,-132.35,2,In-Store,Cash
Kafue,2024-08-26,17531.85,0,10.9,4.17,143.77,5.9,Beverages,-413.12,3,In-Store,Card Payment
Kabwe,2022-02-17,156409.25,1,20.2,1.53,103.95,6.5,Electronics,1103.33,7,In-Store,Mobile Transfer
Windhoek,2020-11-21,57220.64,0,24.5,4.28,117.36,10.5,Electronics,-111.45,5,In-Store,Mobile Transfer
Harare,2022-06-17,unknown,0,,2.87,195.95,18.4,Furniture,39.35,5,In-Store,
Kisumu,2023-03-31,49889.78,0,39.7,1.23,97.96,,Electronics,,2,In-Store,
Kabwe,2024-12-18,97093.31,1,25.9,4.64,148.81,6.0,Beverages,-463.55,9,Online,Card Payment
Beira,2025-02-10,22497.52,0,28.1,unknown,,5.7,Beverages,-39.16,9,Online,Card Payment
Eldoret,2024-07-27,194344.48,1,38.7,2.46,140.8,17.9,Clothing,1245.74,1,In-Store,
Morogoro,2023-03-30,178482.44,0,32.1,3.87,179.51,24.5,Beverages,1061.65,8,In-Store,Mobile Transfer
Kampala,2025-01-05,150747.97,1,31.1,unknown,93.35,14.0,Furniture,1039.75,8,In-Store,Card Payment
Francistown,,81791.73,1,30.5,2.21,87.83,16.7,Furniture,1154.07,9,In-Store,Cash
Lilongwe,2021-01-29,78644.11,0,30.9,1.96,120.68,7.5,nan,-126.77,2,nan,Mobile Transfer
Eldoret,2021-03-13,145248.97,0,37.5,1.61,,23.5,Electronics,1458.13,,In-Store,Mobile Transfer
Asmara,,182935.59,1,33.4,3.97,107.31,12.3,Beverages,-35.61,2,Online,Mobile Transfer
Bulawayo,2021-11-04,114312.86,1,31.2,1.89,132.72,10.0,Furniture,-200.14,1,In-Store,Card Payment
Zanzibar,2024-01-03,,,12.5,3.96,100.9,8.1,Electronics,89.29,7,Online,Mobile Transfer
Addis_Ababa,2024-01-15,52451.58,0,36.8,3.81,97.81,20.9,Beverages,560.91,3,In-Store,Mobile Transfer
Mbeya,2022-07-04,30071.66,0,33.5,3.88,unknown,19.9,Groceries,-251.14,8,In-Store,Card Payment
Mutare,2022-04-08,19832.78,0,32.4,1.44,141.52,14.1,Furniture,977.24,3,In-Store,Mobile Transfer
Nampula,unknown,,0,34.2,1.19,153.96,3.9,Groceries,243.05,,In-Store,Cash
Kitwe,2025-03-29,170654.15,1,28.5,1.79,152.26,10.0,Groceries,,8,In-Store,Mobile Transfer
Windhoek,2022-07-19,108725.64,1,39.1,2.51,120.77,22.1,Furniture,968.47,8,Online,Mobile Transfer
Addis_Ababa,2021-12-20,,1,17.9,3.67,142.03,11.1,Clothing,1303.79,10,In-Store,Card Payment
Ndola,2021-01-08,61103.67,0,17.1,2.99,153.51,10.3,Clothing,,1,In-Store,Card Payment
Harare,unknown,15592.11,0,13.9,4.77,128.25,13.4,nan,574.94,1,nan,Card Payment
Mbeya,2022-11-18,66481.78,0,39.5,3.68,183.66,3.9,Electronics,1482.35,10,In-Store,
Mbeya,2022-10-26,71200.52,1,37.9,4.36,101.72,5.0,Furniture,559.48,,In-Store,Cash
Bujumbura,2024-12-12,172617.32,0,29.7,1.71,144.38,16.9,Furniture,571.94,10,In-Store,Card Payment
Beira,2023-11-05,12413.06,0,22.6,3.58,146.61,7.1,Groceries,-183.02,4,In-Store,Card Payment
Lubango,2022-12-14,29506.96,0,25.5,,142.71,18.9,Furniture,-202.56,8,In-Store,
Windhoek,2021-02-26,109743.1,0,15.2,2.93,103.88,11.7,Furniture,-162.6,,In-Store,
Juba,2025-06-02,121636.27,0,22.2,4.96,154.26,2.2,Electronics,683.64,8,In-Store,Cash
Arusha,2024-04-07,,1,23.6,2.2,153.53,17.2,Groceries,330.34,7,In-Store,Mobile Transfer
Juba,2020-11-05,69388.48,0,33.6,3.19,159.65,4.4,Clothing,271.77,1,In-Store,Mobile Transfer
Gweru,2023-04-01,87048.85,0,13.7,1.89,145.78,14.5,nan,-244.88,1,In-Store,Cash
Windhoek,2021-08-04,180866.38,0,10.3,4.11,,13.2,Clothing,262.18,5,In-Store,Card Payment
Lubango,2022-08-23,53843.04,1,13.0,4.24,127.21,15.0,Clothing,255.98,5,In-Store,Card Payment
Livingstone,2021-10-31,62680.38,0,18.4,1.45,99.89,5.5,Clothing,741.63,5,In-Store,Card Payment
Kampala,2024-04-21,31874.02,1,38.7,4.62,169.35,23.3,nan,276.82,1,In-Store,Mobile Transfer
Arusha,2021-10-07,15194.98,0,32.7,4.34,126.85,19.0,Beverages,337.52,3,In-Store,Card Payment
Nampula,2024-02-08,,0,38.2,1.9,152.9,,nan,45.09,1,In-Store,Card Payment
Mutare,2020-09-27,unknown,0,26.2,,192.22,20.9,nan,-236.99,2,In-Store,
Lusaka,2023-01-28,53775.02,0,20.8,1.65,109.34,14.9,nan,100.02,8,Online,Card Payment
Dodoma,2022-05-22,63865.22,unknown,35.1,2.13,128.48,11.5,Electronics,-414.47,4,Online,
Ndola,2024-11-28,88998.42,0,27.8,2.61,178.97,19.0,Electronics,-92.58,4,Online,Card Payment
Mbeya,2024-02-01,179470.56,0,20.9,1.18,180.44,15.1,Beverages,149.9,5,In-Store,
Tete,2023-07-05,51843.9,1,10.2,3.85,196.46,4.8,Clothing,-208.71,2,In-Store,Card Payment
Asmara,2024-03-29,46975.61,1,20.9,2.69,174.45,17.4,Groceries,829.94,9,In-Store,Cash
Mutare,2020-08-10,176582.57,1,28.5,1.64,138.3,11.9,Clothing,61.53,10,In-Store,Cash
Ndola,2025-04-14,124078.52,0,19.7,2.92,174.35,8.9,Beverages,731.06,,In-Store,Mobile Transfer
Ndola,2020-11-24,184842.29,0,28.7,3.34,173.02,20.6,Groceries,787.77,,In-Store,Mobile Transfer
Kafue,,unknown,1,27.2,1.47,133.28,9.9,Beverages,394.58,1,In-Store,Card Payment
Morogoro,2023-12-31,31036.41,1,28.9,4.37,133.73,,Beverages,398.21,2,Online,Mobile Transfer
Kigali,2021-06-07,172641.66,0,34.6,3.63,111.09,14.7,Groceries,,8,Online,Mobile Transfer
Chimoio,2025-01-30,113558.5,1,26.1,2.71,184.22,19.6,Groceries,,8,In-Store,Card Payment
Mbabane,2025-06-24,47013.11,1,35.7,3.93,97.02,13.3,Clothing,-457.51,,In-Store,Cash
Zanzibar,2025-02-21,155542.18,1,38.4,,134.67,22.5,Electronics,790.05,10,In-Store,Cash
Beira,2023-08-06,171196.37,0,35.3,3.14,170.73,21.4,Furniture,717.05,5,In-Store,Mobile Transfer
Mbeya,2021-03-06,,0,17.0,4.48,138.96,,Electronics,452.76,9,In-Store,Mobile Transfer
Mombasa,2023-03-04,194198.42,1,24.4,3.32,140.89,10.0,nan,1251.53,4,In-Store,Cash
Gweru,2021-10-30,166060.2,1,18.5,,144.72,8.6,Groceries,517.25,1,In-Store,Mobile Transfer
Harare,2022-11-24,191816.12,0,18.1,1.45,109.32,10.7,Beverages,106.99,1,Online,Card Payment
Kigali,2022-03-16,94389.64,0,38.0,1.97,173.08,14.7,Furniture,927.06,6,In-Store,Cash
Bujumbura,2022-02-09,,0,34.6,3.55,147.73,21.5,Beverages,,7,In-Store,Card Payment
Kampala,2021-10-03,unknown,1,35.7,,135.2,6.5,Electronics,973.76,,In-Store,Mobile Transfer
Kabwe,2021-04-27,197810.45,1,20.7,2.77,152.04,18.2,Electronics,1317.7,6,In-Store,Cash
Gaborone,unknown,88063.61,1,12.1,3.61,151.78,10.8,Groceries,-274.57,10,Online,Mobile Transfer
Windhoek,2022-09-24,,,39.0,2.76,175.54,17.1,Groceries,-258.03,5,In-Store,Card Payment
Maseru,2023-07-25,85546.24,0,25.5,3.01,107.06,2.1,Electronics,-190.79,5,nan,Cash
Kisumu,2021-03-07,39248.91,0,11.2,2.25,153.12,7.4,Electronics,,3,In-Store,Card Payment
Blantyre,2020-09-14,72161.09,0,33.0,1.08,184.09,15.8,Groceries,279.41,4,In-Store,Mobile Transfer
Chipata,2021-09-05,88699.09,1,32.7,3.53,126.04,9.8,Beverages,455.42,3,In-Store,Cash
Blantyre,2021-11-07,unknown,1,29.8,2.14,132.62,12.2,nan,23.84,10,Online,
Juba,2024-01-06,79744.63,0,15.0,3.36,88.99,6.9,Furniture,972.21,10,In-Store,Cash
Kafue,2021-09-14,168974.48,0,35.9,2.06,161.3,18.3,Groceries,,9,In-Store,Card Payment
Maputo,2024-12-07,19437.89,,34.7,1.88,182.24,8.6,Beverages,-179.57,7,Online,Card Payment
Kisumu,2024-02-17,183419.99,1,27.4,3.04,199.84,15.3,Clothing,-114.53,1,In-Store,Mobile Transfer
Harare,2024-09-23,29042.55,0,27.8,4.33,183.76,16.2,Beverages,178.8,5,Online,Card Payment
Windhoek,2023-09-05,161298.22,0,22.7,2.58,109.65,10.8,Electronics,60.33,1,In-Store,Mobile Transfer
Lindi,2022-03-13,7887.9,0,24.9,2.01,96.72,23.8,Groceries,563.07,4,In-Store,Mobile Transfer
Lubango,2025-03-26,71494.32,0,38.3,1.71,,18.0,Clothing,1005.16,10,Online,Mobile Transfer
Kabwe,2022-09-29,,1,26.9,1.99,83.73,20.7,Electronics,,1,Online,Mobile Transfer
Tanga,2021-09-20,133002.39,1,23.3,2.78,108.92,17.7,Beverages,-83.1,9,Online,Mobile Transfer
Manzini,2024-10-28,20737.51,0,36.2,,113.38,8.3,Groceries,-148.84,9,Online,Card Payment
Kabwe,2021-02-06,52218.27,1,13.3,4.89,184.66,22.4,Clothing,227.39,4,In-Store,Card Payment
Kitwe,2024-07-07,131679.24,1,26.3,1.26,178.35,5.7,Groceries,-204.55,1,In-Store,Card Payment
Bulawayo,2024-07-03,83249.13,0,35.1,,156.39,16.5,Furniture,-316.41,6,In-Store,Mobile Transfer
Arusha,2025-07-19,44901.07,,36.6,3.19,108.96,3.0,Electronics,-14.84,5,In-Store,Cash
Tete,2022-08-03,110649.65,0,21.7,2.19,84.52,15.9,nan,287.89,4,In-Store,Card Payment
Addis_Ababa,2023-08-12,58495.67,1,unknown,1.6,86.18,21.2,Beverages,675.68,2,Online,Mobile Transfer
Eldoret,2022-06-19,86986.7,1,21.9,3.51,101.31,9.0,Beverages,946.56,6,In-Store,Card Payment
Mbabane,2021-12-11,85877.41,unknown,,2.07,unknown,20.9,Groceries,-54.38,7,Online,Mobile Transfer
Lusaka,2025-01-03,45186.61,1,32.5,2.13,95.21,22.9,Clothing,1137.33,1,In-Store,Mobile Transfer
Morogoro,2021-09-21,195044.65,0,25.4,3.68,100.66,10.6,Furniture,-432.66,3,In-Store,Cash
Livingstone,2020-12-30,,1,17.5,4.38,113.4,21.5,Groceries,388.09,7,In-Store,Mobile Transfer
Gweru,2020-08-15,22819.4,0,33.7,2.47,,8.4,nan,766.15,10,In-Store,Card Payment
Nampula,2022-03-07,3323.05,0,20.6,1.03,135.76,4.2,Beverages,82.53,6,In-Store,Mobile Transfer
Mombasa,2021-05-23,,0,14.1,2.43,123.15,2.4,Groceries,867.38,2,In-Store,Card Payment
Zanzibar,2022-08-07,67605.55,0,11.6,1.2,151.44,3.8,Beverages,1234.11,8,In-Store,Cash
Maseru,2021-12-23,unknown,0,33.1,3.37,93.43,5.4,Groceries,,6,In-Store,Card Payment
Dar_es_Salaam,2021-09-12,185415.9,0,38.2,1.93,85.67,18.4,Groceries,525.12,1,In-Store,Cash
Kitwe,2024-11-20,151804.94,0,10.9,3.1,100.24,17.7,Groceries,-462.46,,In-Store,Card Payment
Maseru,2023-11-23,53153.43,1,36.5,,81.8,19.7,Electronics,,9,nan,Mobile Transfer
Kafue,2024-07-09,42582.78,0,23.4,4.14,139.26,21.1,Beverages,,8,In-Store,Card Payment
Blantyre,2024-05-31,195845.35,1,unknown,4.71,178.18,10.4,Clothing,748.55,7,nan,Card Payment
Morogoro,2025-04-07,17063.51,0,14.9,1.02,183.25,24.4,Beverages,-2.63,8,Online,Card Payment
Kigali,2023-04-25,175666.62,0,unknown,1.29,120.41,19.4,Clothing,64.8,8,In-Store,Card Payment
Mutare,2020-07-22,58852.24,0,16.2,3.02,153.27,21.0,nan,-88.74,4,In-Store,Cash
Eldoret,2025-04-12,82077.91,1,12.9,1.53,131.36,17.4,nan,-12.39,5,In-Store,Card Payment
Nampula,2022-06-19,,0,12.0,1.57,172.02,7.7,Beverages,-49.78,5,Online,
Mbeya,,132437.7,0,26.3,3.29,182.59,22.4,Furniture,895.74,8,In-Store,Mobile Transfer
Gaborone,2021-02-07,72311.75,1,12.5,4.26,183.18,16.2,Clothing,1411.62,10,In-Store,Cash
Chimoio,2023-06-06,,1,36.8,unknown,127.16,5.9,Groceries,480.46,9,In-Store,Cash
Eldoret,2024-04-05,84817.15,1,13.8,3.17,119.78,16.8,Electronics,700.78,8,In-Store,Mobile Transfer
Juba,2021-11-10,194546.36,1,18.6,1.65,151.01,5.3,Electronics,1136.21,2,In-Store,Card Payment
Windhoek,2021-10-12,22637.19,0,14.8,3.2,139.5,11.6,Furniture,452.21,7,Online,Mobile Transfer
Gweru,2025-01-13,96574.78,0,29.1,1.79,128.16,5.9,Clothing,104.05,,In-Store,Cash
Dar_es_Salaam,2020-12-25,102425.5,0,19.3,3.41,109.93,21.7,Furniture,1401.95,2,In-Store,Card Payment
Ndola,2020-11-18,98049.99,1,12.8,1.99,96.9,,Beverages,1312.31,2,In-Store,Cash
Manzini,2025-07-22,85791.49,0,20.0,4.7,83.15,15.7,Clothing,-59.28,10,Online,Mobile Transfer
Juba,2024-08-26,196410.38,0,23.7,1.29,156.12,15.7,Beverages,,2,In-Store,Cash
Nairobi,2021-04-19,,1,21.4,3.94,197.88,20.0,Electronics,794.28,3,nan,Card Payment
Kitwe,2024-09-08,72733.52,1,18.8,4.43,116.38,18.1,Groceries,799.27,4,Online,Card Payment
Mbabane,2022-12-19,81738.53,0,37.7,4.53,152.48,19.9,Clothing,1161.21,6,Online,Card Payment
Ndola,2024-01-31,130854.76,1,27.3,3.26,175.04,24.0,Clothing,848.21,,In-Store,Card Payment
Kisumu,2024-06-28,107513.25,1,12.7,3.97,170.21,24.9,Groceries,536.01,10,In-Store,Cash
Kigali,,56545.21,1,39.5,4.06,174.08,8.3,Furniture,,8,In-Store,Card Payment
Nakuru,2022-09-28,76083.01,0,36.3,4.53,96.4,,nan,,8,In-Store,Card Payment
Harare,2021-04-10,39378.14,0,23.0,2.06,130.11,7.2,nan,858.45,4,In-Store,Cash
Tanga,2024-05-02,unknown,1,31.7,2.95,93.92,11.0,Clothing,903.04,1,In-Store,Mobile Transfer
Ndola,2022-11-08,34435.27,1,34.0,2.5,165.81,4.6,nan,1240.64,6,In-Store,Cash
Livingstone,2020-10-07,35093.14,0,23.1,3.09,112.28,13.9,nan,,7,In-Store,Mobile Transfer
Chimoio,2024-06-08,88960.35,0,27.4,3.08,194.87,11.7,Clothing,615.1,1,In-Store,Cash
,2024-10-05,,0,22.1,2.81,104.66,5.3,nan,468.83,8,In-Store,Cash
Bulawayo,2023-06-27,116427.02,1,22.8,4.79,,19.3,nan,701.37,4,Online,
Malindi,2021-11-03,176151.47,1,,1.98,106.03,12.1,Beverages,817.36,1,In-Store,Card Payment
Arusha,2024-06-08,183844.51,1,32.6,3.88,111.29,19.8,Electronics,925.97,9,In-Store,Card Payment
Tete,2021-01-27,20748.85,0,,1.2,149.81,16.0,Furniture,62.44,,nan,Cash
Zanzibar,2021-08-07,60729.7,0,27.9,3.91,108.84,10.7,Electronics,474.06,9,Online,Card Payment
Bulawayo,2023-06-30,167346.57,1,,2.73,136.62,16.6,nan,,4,In-Store,Cash
Mutare,2024-06-22,38895.11,0,31.7,4.45,138.68,22.5,Groceries,-422.45,8,In-Store,
Bulawayo,2022-04-12,63827.44,1,26.9,4.51,163.9,16.3,nan,719.05,8,nan,Mobile Transfer
Nampula,2023-03-30,179650.54,1,34.4,3.27,183.03,4.9,Groceries,1249.63,10,In-Store,Card Payment
Tete,2022-06-25,43761.69,1,23.0,4.9,128.4,12.2,Groceries,1342.95,2,In-Store,Cash
Kigali,2023-01-27,9885.85,0,33.8,4.97,83.37,5.3,nan,,,In-Store,Card Payment
Tete,2024-12-22,16049.36,1,31.1,2.37,175.05,15.4,nan,1031.77,8,In-Store,Mobile Transfer
Ndola,2024-05-01,,1,12.2,2.53,167.72,14.5,Electronics,,6,Online,Mobile Transfer
,2021-09-21,128315.99,1,,4.6,,22.3,nan,-42.2,3,In-Store,Mobile Transfer
Blantyre,2020-08-30,109084.96,1,33.3,4.91,125.65,6.8,nan,-374.18,8,In-Store,Mobile Transfer
Kabwe,2020-12-13,2058.6,0,10.7,4.13,178.86,2.5,nan,995.71,1,nan,Cash
Kisumu,2024-02-04,198260.14,1,33.5,1.72,166.85,14.7,Furniture,65.39,2,In-Store,Card Payment
Chipata,2021-05-03,179375.88,0,22.9,3.94,98.23,7.3,nan,598.76,7,In-Store,Cash
Arusha,2025-06-05,150539.04,0,13.7,4.73,,16.7,Beverages,548.13,8,Online,
Francistown,2023-01-09,49298.59,1,35.1,2.34,112.99,10.0,nan,1135.75,9,In-Store,Mobile Transfer
Mbabane,2023-06-01,142373.85,0,12.0,4.17,134.15,14.1,Clothing,789.29,1,Online,Mobile Transfer
Mutare,2024-02-25,143212.96,0,39.6,1.28,129.8,3.2,Furniture,1194.29,9,In-Store,Cash
Nairobi,2023-09-06,8737.9,1,37.8,4.54,158.77,5.7,nan,,2,In-Store,Cash
Morogoro,2025-06-21,192400.56,0,39.9,2.6,98.47,23.8,Furniture,1499.66,8,In-Store,Cash
Lusaka,2020-12-24,,1,24.5,2.74,85.49,22.2,Beverages,1227.75,7,nan,Cash
Dar_es_Salaam,2023-08-28,40196.91,,28.8,1.19,169.66,13.2,nan,-77.85,6,In-Store,Mobile Transfer
Bulawayo,2024-10-28,122055.67,0,unknown,4.32,89.71,19.8,Beverages,1422.78,6,In-Store,Mobile Transfer
Juba,2022-01-30,7739.06,1,39.0,3.17,118.16,19.4,Clothing,180.27,3,In-Store,Cash
Kampala,2021-03-30,6515.42,1,30.4,,197.56,13.7,Groceries,715.68,5,In-Store,Mobile Transfer
